parent_theme_id,parent_theme_label,candidate_term,candidate_score,candidate_source,candidate_term_norm,pilot_docfreq,stem_score,name_noise_flag,artifact_flag,evidence_exists,vetting_status,vetting_note_draft,evidence_filename,evidence_page_in_pdf,evidence_section_guess,evidence_excerpt_snippet
TH006,Resilience,governance triangle,5.401314783445039,pilot_logodds_distinctive_ngram,governance triangle,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for resilience; retained after checking for contextual equivalence and excluding systematic noise.,Engaging the Public and the Private in Global Sustainability Governance.pdf,19,Results,"uncil’, International Environmental Agreements: Politics, Law and Economics 5(2), 2005, pp. 175-189 16 Kenneth Abbott & Duncan Snidal, ‘The **governance triangle**: regulatory standards institutions and the sha ... dow of the state”, in Walter Mattli & Ngaire Woods, eds., The politics of global regulation (Princeton NJ: Princeton University Press, 2009) 17 Abbott & Snidal, Governance triangle; Kenneth Abbott & Duncan Snid"
TH018,Capacity Building,institutional strengthening,5.369826989976138,pilot_logodds_distinctive_ngram,institutional strengthening,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for capacity building; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,7,Unspecified,t (WSSD) 21 2.3 Key Johannesburg Plan of Implementation references to partnerships 24 2.4 Johannesburg Plan of Implementation references to **institutional strengthening** and capacity-building 26 2.5 Johannesburg Plan of Implementation references to integrated management and the ecosystems approach 27 2.6 Johannesburg Plan of Implementation references on legal and regulatory frameworks 28
TH073,Society Participation Engagement,manage external partners,5.3393833446797965,pilot_logodds_distinctive_ngram,manage external partners,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for society participation engagement; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,27,Introduction,"rtance, and it is noted that the role of government has changed from one of ‘direct service provider’ to one in which they must ‘engage and **manage external partners**’. The chapter comments on the challenges of adopting this new approach to decision-making, as it requires considerable time, resources, transparency, pre-established ground"
TH073,Society Participation Engagement,implementation meetings,5.3393833446797965,pilot_logodds_distinctive_ngram,implementation meetings,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for society participation engagement; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,53,Unspecified,"ges, obstacles and opportunities to implementation in these areas, with a view to informing policy discussions in the second year. Regional **Implementation Meetings**, which the Regional Economic Commissions w ... ere invited to organize, were recommended to take place during each Review Year – prior to the international Review Session. The involvement of the regional levels is an important one, providing evidence of the"
TH046,Multistakeholder,global partnership,5.327013641776775,pilot_logodds_distinctive_ngram,global partnership,3,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for multistakeholder; retained after checking for contextual equivalence and excluding systematic noise., International Organizations and the Global Environment_Hannes;Stephan & Zelli - 2007.pdf,20,Unspecified,"e. EcoLomic Policy and Law: Journal of Trade and Environment Studies, 4 (Special Issue). UNDP (United Nations Development Programme). 2006. **Global Partnership** for Development. UNDP Annual Report 2006. New Y ... ork, NY: UNDP. http://www.undp.org/publications/annualreport2006/english-report.pdf [03/04/2007]. UNEP (United Nations Environment Programme). 2007. UNEP 2006 Annual Report. Nairobi, Kenya: UNEP. URL= http://ww"
TH006,Resilience,ii partnerships,5.31649427523009,pilot_logodds_distinctive_ngram,ii partnerships,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for resilience; retained after checking for contextual equivalence and excluding systematic noise.,Engaging the Public and the Private in Global Sustainability Governance.pdf,5,Unspecified,"ations beginning in the 1990s. The best-known sustainability PPPs are the “Type II” partnerships created around the WSSD.20 Nearly 350 Type **II partnerships** have registered with CSD; many are PPPs.21 Type II ... partnerships are intended to focus on implementing Agenda 21, JPOI and related norms;22 most therefore engage in informational and operational activities rather than standard-setting.23 For example, the Renewa"
TH006,Resilience,type ii partnerships,5.31649427523009,pilot_logodds_distinctive_ngram,type ii partnerships,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for resilience; retained after checking for contextual equivalence and excluding systematic noise.,Engaging the Public and the Private in Global Sustainability Governance.pdf,5,Unspecified,"r relations beginning in the 1990s. The best-known sustainability PPPs are the “Type II” partnerships created around the WSSD.20 Nearly 350 **Type II partnerships** have registered with CSD; many are PPPs.21 Ty ... pe II partnerships are intended to focus on implementing Agenda 21, JPOI and related norms;22 most therefore engage in informational and operational activities rather than standard-setting.23 For example, the R"
TH054,Institutionalization Private Governance,transnational public,5.315906270963774,pilot_logodds_distinctive_ngram,transnational public,2,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for institutionalization private governance; retained after checking for contextual equivalence and excluding systematic noise.,Critical Choices_The United Nations_Networks and the Future of Global Governance.pdf,58,Unspecified,"luential individuals, articulate clear goals (often through a normative lens), and frame issues so as to have maximum impact. They create a **transnational public** discourse around policy issues that require ... a global approach. In many cases, networks that perform functions other than advocacy start in a similar fashion, that is, by placing issues prominently on the global agenda, before moving onto the other phases"
TH031,Coordination Capacity Building,effective institutional,5.31059754677595,pilot_logodds_distinctive_ngram,effective institutional,2,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for coordination capacity building; retained after checking for contextual equivalence and excluding systematic noise.,Befogged vision- International environmental governance a decade after Rio.pdf,21,Unspecified,"rangements for international environmental, governance under the UN Charter."" The Johannesburg Plan of Implementation recognizes that ""[a]n **effective institutional** framework for sustainable development at a ... ll levels is key to the full implementation of Agenda 21, the follow-up to the outcomes of the World Summit on Sustainable Development and meeting emerging sustainable development challenges.""96 The need for so"
TH019,Collaboration,survey data,5.308793829284777,pilot_logodds_distinctive_ngram,survey data,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for collaboration; retained after checking for contextual equivalence and excluding systematic noise.,Global adaptation governance_how intergovernmental organizations mainstream climate change adaptation.pdf,7,Introduction,ll questions include a ‘Don’t know’ category. Summary statistics for each indicator for each IGO are provided in Appendix H. Source: Expert **survey data**. CLIMATE POLICY 873
TH012,Power Dynamics,intergovernmental secretariats,5.3076183290148204,pilot_logodds_distinctive_ngram,intergovernmental secretariats,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for power dynamics; retained after checking for contextual equivalence and excluding systematic noise.,Does bureaucracy really matter&#x3f; The authority of intergovernmental treaty secretariats in global environmental politics.pdf,2,Discussion,"s, at the end of this paper, I will attempt to hypothesize about potential causal relations of bureaucratic authority and the activities of **intergovernmental secretariats** in international relations. Finally ... , I will analyze where possible differences emerge and contemplate how they may relate to the overall effectiveness of intergovernmental treaty secretariats in environmental governance and how, from this vantag"
TH012,Power Dynamics,compliance levels,5.30718850385719,pilot_logodds_distinctive_ngram,compliance levels,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for power dynamics; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,293,Unspecified,"sible causal mechanisms between the institution and the decision. Aggregate analysis of treaties with these characteristics correlated with **compliance levels** would offer a statistical appraisal of the propo ... sitions. More ambitiously, multivariate analyses taking account of changes in institutional factors over time and of state choices over time would offer a far more convincing appraisal of the propositions, capa"
TH012,Power Dynamics,extract compliance,5.306758865208563,pilot_logodds_distinctive_ngram,extract compliance,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for power dynamics; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,291,Unspecified,"activities may elicit selective compliance according to the political costs of compliance for the state: that is, states would more easily **extract compliance** from state actors than private actors; it is le ... ss clear how different targets would respond to compliance demands from international organizations. Table 13.2 suggests that there will be variation between the cases in terms of the extent of anticipated dome"
TH077,Strengthening Capacity Building,policy networks organized,5.291260645377966,pilot_logodds_distinctive_ngram,policy networks organized,2,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for strengthening capacity building; retained after checking for contextual equivalence and excluding systematic noise.,Critical Choices_The United Nations_Networks and the Future of Global Governance.pdf,130,Unspecified,"rk partners to engage in discussions or activities at the appropriate levels; at the same time, it would maximize the UN's impact in global **policy networks organized** around sustainable development issues. A ... s discussed above, developing both input and output capacities is critical for the success of any network. Thus, not only the UN's mission but also its role in network facilitation suggests strong support for n"
TH023,Ethical Governance,increase transparency,5.289553208637457,pilot_logodds_distinctive_ngram,increase transparency,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for ethical governance; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,177,Unspecified,"e beginning in developing and using different tools and indicators. In addition, stakeholder involvement should be even broader in order to **increase transparency**, improve outcomes and facilitate implementat ... ion of sustainable health policies. References Annan, K. (2002) ‘Towards a sustainable future’. American Museum of Natural History’s Annual Environmental Lecture, New York Brundtland, G. H. (2000) ‘Statement de"
TH052,Secretariats International Environmental,governance came,5.288676954794433,pilot_logodds_distinctive_ngram,governance came,2,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for secretariats international environmental; retained after checking for contextual equivalence and excluding systematic noise.,Befogged vision- International environmental governance a decade after Rio.pdf,36,Unspecified,"ding up to, and in the wake of, the WSSD in 2002. The most ambitious negotiations to build a mandate for strong international environmental **governance came** from the UNEP in the months leading up to Johannes ... burg. The UNEP Governing Council, under the chairmanship of Canada's Environment Minister, and with the diligent and able leadership of Dr. Klaus T6pfer, formerly the German Minister of the Environment, decided"
TH052,Secretariats International Environmental,status quo governance,5.288676954794433,pilot_logodds_distinctive_ngram,status quo governance,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for secretariats international environmental; retained after checking for contextual equivalence and excluding systematic noise.,Befogged vision- International environmental governance a decade after Rio.pdf,62,Unspecified,"ir pollution from forest fires in the 281 Two commentators have noted that nations have four choices: (1) ""[d]o nothing,"" (2) ""[r]efine the **status quo governance** structure,"" (3) ""[1launch a new Global Envir ... onmental Organization,"" or (4) ""[d]evelop a new governance approach: a Global Environmental Mechanisms."" Daniel C. Esty & Maria H. Ivanova, The Road Ahead: Conclusions and Action Agenda, at 2, in GLOBAL ENVIRON"
TH045,Learning Network,world society networks,5.276726598410768,pilot_logodds_distinctive_ngram,world society networks,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for learning network; retained after checking for contextual equivalence and excluding systematic noise.,From norms to programs_The United Nations Global Compact and global governance_ Berliner2012.pdf,9,Discussion,on leads to the following key hypotheses: Hypothesis 1: Global Compact participation is higher in countries with greater involvement in the **World Society networks** of inter-governmental organizations. Hypoth ... esis 2: Global Compact participation is lower in countries with greater involvement in the World Society networks of international non-governmental organizations. Along with examining the role of IGO networks a
TH045,Learning Network,global normative,5.276726598410768,pilot_logodds_distinctive_ngram,global normative,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for learning network; retained after checking for contextual equivalence and excluding systematic noise.,From norms to programs_The United Nations Global Compact and global governance_ Berliner2012.pdf,2,Unspecified,"tal organizations (IGOs) and international non-governmental organizations (INGOs), tend to support the CR norm, recognizing its role in the **global normative** The UN Global Compact and global governance D. Be ... rliner and A. Prakash © 2012 Blackwell Publishing Asia Pty Ltd 150 17485991, 2012, 2, Downloaded from https://onlinelibrary.wiley.com/doi/10.1111/j.1748-5991.2012.01130.x by University Of Wollongong, Wiley Onli"
TH045,Learning Network,weak institutional,5.276726598410768,pilot_logodds_distinctive_ngram,weak institutional,2,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for learning network; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,209,Unspecified,"as well as popularizing the language and policy ingredients for the policy communities worldwide. Ultimately, international conferences are **weak institutional** features of international relations that lack m ... any of the properties that constructivists expect to contribute to transformed state beliefs and practices. Notable among these features are iterated interactions, autonomous secretariats staffed with professio"
TH021,Conflict Resolution,regime complex,5.266176741268859,pilot_logodds_distinctive_ngram,regime complex,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for conflict resolution; retained after checking for contextual equivalence and excluding systematic noise.,Engaging the Public and the Private in Global Sustainability Governance.pdf,18,Discussion,"riet Bulkeley, ‘Transnational climate governance’, Global Environmental Politics 9(2), 2009, pp. 5273 13 Kenneth Abbott, ‘The transnational **regime complex** for climate change’, forthcoming, Environment & Pla ... nning C: Government & Policy; Matthew Hoffmann, 2011, Climate governance at the crossroads: experimenting with a global response after Kyoto (Oxford: Oxford University Press) 14 William Boyd & James Salzman, ‘T"
TH039,Principles Norms Rules,informal institutions,5.248184058859132,pilot_logodds_distinctive_ngram,informal institutions,2,2,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for principles norms rules; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,127,Unspecified,"to networks of influence, including international market forces, the private sector and civil society. It embraces both the formal and the **informal institutions** by which authority is exercised. All of thes ... e are affected by the political systems within which they function: national sovereignty, social values or political ideology may all have a strong impact on attempts to change governance arrangements related t"
TH039,Principles Norms Rules,governance widely,5.247779033658507,pilot_logodds_distinctive_ngram,governance widely,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for principles norms rules; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,320,Unspecified,"ned towards adopting environmental quality standards. 3.2 Norms: widely accepted norms can stiffen states’ resolve to participate in marine **governance Widely** accepted norms of behavior (or principles) can s ... et states’ expectations about marine governance, as well as providing legitimate guidelines against which they can be held politically accountable. In the international realm functionally specific universal nor"
TH039,Principles Norms Rules,formal governance,5.247779033658507,pilot_logodds_distinctive_ngram,formal governance,2,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for principles norms rules; retained after checking for contextual equivalence and excluding systematic noise.,Critical Choices_The United Nations_Networks and the Future of Global Governance.pdf,45,Unspecified,learly fall short of a concerted approach to bringing all sectors together and therefore may even be counterproductive (see Chapter 5)- The **formal governance** 22
TH062,Partnerships Sustainable Development,strengthening institutional,5.245931772425646,pilot_logodds_distinctive_ngram,strengthening institutional,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for partnerships sustainable development; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,50,Unspecified,"ote and encourage diversified action at the local level. Some of these principles have been adopted in the JPOI. Notably, in Chapter XI on ‘**Strengthening institutional** frameworks’, paragraphs 165–167 clearly support local authorities and encourage local-level action for accelerating implementation. Governments agreed to ‘Enhance the role and capacity of local authorities as well"
TH008,Equity,participants comes,5.242778031373403,pilot_logodds_distinctive_ngram,participants comes,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for equity; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,350,Unspecified,"appearance of governmental control, because governments appoint the scientists and also vote on the reports. The distribution of scientific **participants comes** overwhelmingly from the North, despite the best ... efforts of the bureaus to increase participation from developing countries since the release of the First Assessment Report (Biermann 2002). Table 15.1 shows the crude national breakdown of scientific involvem"
TH065,International Environmental Regimes,coherent plans,5.196685580141757,pilot_logodds_distinctive_ngram,coherent plans,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for international environmental regimes; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,40,Introduction,"y coordination subject to ecosystemic laws. Thus, they promote international environmental regimes that are grounded on policies that offer **coherent plans** for the management of entire ecosystems, and that ... are sensitive to interactions among environmental media (such as air and water), sources of pollution, and contending uses of the common property resource, rather than being limited to more traditional policies"
TH017,Inclusiveness,compact participation,5.178192916705889,pilot_logodds_distinctive_ngram,compact participation,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for inclusiveness; retained after checking for contextual equivalence and excluding systematic noise.,From norms to programs_The United Nations Global Compact and global governance_ Berliner2012.pdf,9,Discussion,"pposite effect, namely discouraging the adoption of the Compact. Our discussion leads to the following key hypotheses: Hypothesis 1: Global **Compact participation** is higher in countries with greater involvem ... ent in the World Society networks of inter-governmental organizations. Hypothesis 2: Global Compact participation is lower in countries with greater involvement in the World Society networks of international no"
TH017,Inclusiveness,multilevel network,5.177437754577546,pilot_logodds_distinctive_ngram,multilevel network,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for inclusiveness; retained after checking for contextual equivalence and excluding systematic noise.,Critical Choices_The United Nations_Networks and the Future of Global Governance.pdf,21,Results,"gencies can act as norm entrepreneurs in such areas as sustainable human development, human rights, and disarmament; UN agencies can act as **multilevel network** managers by coordinating program activities or ... developing strategies for interacting with appropriate levels of governance; UN agencies can act as capacity-builders to ensure inclusiveness, both from a local—global and a North—South perspective; and Despite"
TH017,Inclusiveness,networks place,5.177060389681177,pilot_logodds_distinctive_ngram,networks place,2,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for inclusiveness; retained after checking for contextual equivalence and excluding systematic noise.,Critical Choices_The United Nations_Networks and the Future of Global Governance.pdf,137,Unspecified,"CHAPTER 6 sectors to address specific transnational issues, **networks place** those issues on the global governance agenda and pressure existing structures to take action. Networks also convene multiple stakeholders in setting regulations and designing standards, and they are deeply involved in the development and dissemination of knowledge. Some networks seek to create markets where they do not yet exist and to dee"
TH017,Inclusiveness,public policy issue,5.177060389681177,pilot_logodds_distinctive_ngram,public policy issue,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for inclusiveness; retained after checking for contextual equivalence and excluding systematic noise.,Critical Choices_The United Nations_Networks and the Future of Global Governance.pdf,25,Unspecified,"ions. The geographic reach and accelerated pace of economic and social activity, the growing recognition of the daunting complexity of many **public-policy issues**, and the acknowledgment that many issues must embrace a perspective on intergenerational equity have all created an operational gap, as 2"
TH079,Rules Governance International,public organizations,5.172828574186592,pilot_logodds_distinctive_ngram,public organizations,2,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for rules governance international; retained after checking for contextual equivalence and excluding systematic noise.,A typology of board design for highly effective monitoring in intergovernmental_Federo.pdf,16,Methods,"mplex World. Harvard Business Press, Boston, MA. Carver J (2011) Boards that Make a Difference: A New Design for Leadership in Nonproﬁt and **Public Organizations**, Vol. 6. John Wiley & Sons, San Francisco, CA ... . Chen X, Aguilera RV (2016) Dance in Chains: How Governance Architects Unravel Competing Institutional Logics. Paper Presented at the SMS Conference, 17–20 September 2016, Berlin. Coles JL, Daniel ND, Naveen L"
TH025,Public Trust,private institutions,5.17131561258829,pilot_logodds_distinctive_ngram,private institutions,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for public trust; retained after checking for contextual equivalence and excluding systematic noise.,Engaging the Public and the Private in Global Sustainability Governance.pdf,6,Unspecified,"c governance are the founders’ primary motivations. A variety of interactions do cross the public-private boundary, “entangling” public and **private institutions**,25 but these are largely ad hoc, not systemat ... ic. Private Authority Private actors have gained substantial agency through PSG – they have increasing influence on outcomes, even on global issues such as climate change. To a large extent, moreover, their age"
TH001,Fragmentation,institutional incoherence,5.127318374091995,pilot_logodds_distinctive_ngram,institutional incoherence,2,2,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for fragmentation; retained after checking for contextual equivalence and excluding systematic noise., International Organizations and the Global Environment_Hannes;Stephan & Zelli - 2007.pdf,17,Results,"UNEP was created and thus feel less of a need to defer to UNEP"" (Ivanova 2005: 25). Apart from the high transaction costs arising from such **institutional incoherence**, this patchwork is not capable of playi ... ng the role of a strong advocate for global environmental concerns vis-à-vis governments or non-environmental organisations. As a result, the various bodies of the UN environmental machinery have to compete for"
TH001,Fragmentation,adaptation problems,5.127318374091995,pilot_logodds_distinctive_ngram,adaptation problems,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for fragmentation; retained after checking for contextual equivalence and excluding systematic noise.,Global adaptation governance_how intergovernmental organizations mainstream climate change adaptation.pdf,5,Unspecified,"private, other public or hybrid actors can reduce institutional fragmentation, sort out who should deal with speciﬁc **adaptation problems**, or change rules or practices to deal with adaptation. IGOs are interested in a myriad of diﬀerent goals, including building knowledge or capacity, mobilizing resources, designing speciﬁc projects and programs, and implementing adaptation in a particular IGO procedure (Dzebo, 20"
TH001,Fragmentation,conﬂicting norms,5.127318374091995,pilot_logodds_distinctive_ngram,conﬂicting norms,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for fragmentation; retained after checking for contextual equivalence and excluding systematic noise.,Global adaptation governance_how intergovernmental organizations mainstream climate change adaptation.pdf,9,Unspecified,"and adaptation policy communities. In contrast, the UNSC and UNHCR were hampered by conﬂictive fragmentation, disconnected institutions and **conﬂicting norms**. Figure 1. Adaptation mainstreaming in IGOs. Not ... e: Bars show the mean value estimated by experts in each sector in response to the question: ‘In your opinion, how do policy-makers in the [IGO] view the following issue? Although this is a complex organization"
TH001,Fragmentation,mainstreaming climate adaptation,5.127318374091995,pilot_logodds_distinctive_ngram,mainstreaming climate adaptation,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for fragmentation; retained after checking for contextual equivalence and excluding systematic noise.,Global adaptation governance_how intergovernmental organizations mainstream climate change adaptation.pdf,16,Unspecified,"and Governance, 24(4), 233–246. https://doi.org/10.1002/eet.1647 Runhaar, H., Wilk, B., Persson, Å, Uittenbroek, C., & Wamsler, C. (2018). **Mainstreaming climate adaptation**: taking stock about “what works” ... from empirical research worldwide. Regional Environmental Change, 18(4), 1201–1210. https://doi.org/10.1007/s10113017-1259-5 Schipper, E. L. F. (2009). Meeting at the crossroads?: Exploring the linkages between"
TH001,Fragmentation,global governance architectures,5.127318374091995,pilot_logodds_distinctive_ngram,global governance architectures,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for fragmentation; retained after checking for contextual equivalence and excluding systematic noise.,Environmental policy integration and the architecture of global environmental governance.pdf,2,Introduction,s in this respect complementary to the article of Oberthu¨r (2009) in this issue. 1 See Biermann et al. (2009a) on a conceptualization of ‘‘**global governance architectures**’’. 352 F. Biermann et al. 123
TH035,Stakeholder Participation,trade institutions,5.1180488791238465,pilot_logodds_distinctive_ngram,trade institutions,2,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for stakeholder participation; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,57,Unspecified,"ding encouraging the UN agencies, programmes and funds, the Global Environment Facility (GEF), and international and regional financial and **trade institutions** to participate actively with and inform the CSD ... of their activities. This is in order to: • promote stronger links between implementation at national to international levels; • strengthen coherence and collaboration between organizations; • identify gaps in"
TH019,Collaboration,adaptation funds,5.108081874590868,pilot_logodds_distinctive_ngram,adaptation funds,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for collaboration; retained after checking for contextual equivalence and excluding systematic noise.,Global adaptation governance_how intergovernmental organizations mainstream climate change adaptation.pdf,10,Results,"ptation (Interviews 19, 22). For example, interviewees in the WHO criticized the narrow environmental approach to adaptation taken by major **adaptation funds**, such as the Global Environment Facility (GEF); t ... hey described the necessity to engage in partnerships with organizations that are accredited to adaptation funds so as to access funding (Interviews 3, 22). Scarce adaptation funding helps us to understand that"
TH019,Collaboration,adaptation policy,5.108081874590868,pilot_logodds_distinctive_ngram,adaptation policy,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for collaboration; retained after checking for contextual equivalence and excluding systematic noise.,Global adaptation governance_how intergovernmental organizations mainstream climate change adaptation.pdf,2,Introduction,strongly aﬀect IGO practices to successfully mainstream adaptation. ARTICLE HISTORY Received 22 September 2020 Accepted 4 May 2021 KEYWORDS **Adaptation policy**; global governance; integrated policy; internati ... onal cooperation; mainstreaming; intergovernmental organizations Introduction How and to what extent do intergovernmental organizations (IGOs) mainstream adaptation policy? Today it is widely acknowledged among
TH014,Rule of Law,vertical accountability,5.096082515151331,pilot_logodds_distinctive_ngram,vertical accountability,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for rule of law; retained after checking for contextual equivalence and excluding systematic noise.,Accountability in International Governance and the 2030 Development Agenda.pdf,2,Unspecified,"for. In turn, following O’Donnell (2007, pages 49-111; 1999), we can differentiate three modalities of national accountability. The ﬁrst is **vertical accountability**, which may be understood as a principal-ag ... ent issue, the most important of which is elections, when the principals (voters) put the agents (governments) to account. The second is horizontal accountability, which is closely linked to enforcement, and is"
TH048,Legal Authority,involve stakeholders,5.09219144248726,pilot_logodds_distinctive_ngram,involve stakeholders,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for legal authority; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,117,Unspecified,"has been criticized by African NGOs for inadequate stakeholder participation. Many called NEPAD an illegitimate outcome because it did not **involve stakeholders** in the original design process. It also did n ... ot give stakeholders a role in implementation. Though many countries launched ‘outreach initiatives’ to popularize NEPAD’s goals among the public, these met with limited success. In response, the first NEPAD mu"
TH046,Multistakeholder,accountability exercises,5.065392109013293,pilot_logodds_distinctive_ngram,accountability exercises,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for multistakeholder; retained after checking for contextual equivalence and excluding systematic noise.,Accountability in International Governance and the 2030 Development Agenda.pdf,4,Discussion,"had also encouraged providers to increase alignment with country systems and harmonization of efforts (ECOSOC, 2012). The remaining of the **accountability exercises** at the international level rely mainly on ... monitoring or surveillance of commitments by member states. Surveillance can be considered a superior form of monitoring, as it involves ‘binding’ commitments by member states. To be relevant, the monitoring a"
